q1,q2,q3,q4,q5,q6,q7,x,y,z
-20,51,-90,-3,55,76,-52,0.274,0.317,0.657
-41,14,148,62,-164,6,-19,-0.865,0.409,0.135
-13,-72,80,142,-111,-60,162,-0.037,-0.022,-0.011
-42,41,-7,126,-1,-87,-93,0.867,0.284,0.042
-122,48,56,103,136,78,-77,0.079,0.444,0.54
-56,-36,31,132,24,1,-106,0.975,-0.141,0.446
46,-2,-164,20,109,-53,34,0.312,-0.004,0.592
21,24,-137,141,-1,-17,-83,-0.052,-0.06,0.873
-43,-49,45,12,-105,-15,151,0.558,0.539,0.437
-113,-43,-44,120,-133,96,-158,0.637,-0.427,0.635
-63,20,106,110,160,-52,-175,-0.001,0.093,0.592
-49,-66,-137,35,138,57,-127,0.232,-0.387,0.529
30,-71,141,76,-133,-55,-29,-0.264,0.653,-0.061
-131,17,104,71,-174,-74,59,0.438,-0.174,-0.147
-48,8,52,120,143,-4,-107,-0.165,0.768,0.155
25,-31,-166,123,-21,-77,24,0.208,0.177,0.194
-89,-48,32,131,102,-28,141,-0.147,-0.657,0.003
-63,-84,-61,12,-118,-86,-110,-0.353,-0.551,-0.108
-126,-37,-118,108,-22,84,-144,0.504,0.135,0.804
47,-32,-66,74,-151,8,-84,0.185,-0.186,0.998
-11,13,155,83,-154,103,132,0.391,0.178,0.788
34,-19,-7,82,-15,107,100,0.025,0.175,1.28
-67,-86,71,97,103,46,-76,-0.31,0.058,0.114
-10,-35,-7,42,86,-87,116,-0.382,0.543,0.47
-93,-121,21,126,138,3,-35,-0.154,-0.515,0.405
5,-25,37,100,172,54,-43,0.053,-0.319,0.931
-32,-29,-47,59,87,16,8,0.442,-0.469,0.232
3,36,107,87,112,1,59,0.574,0.605,0.34
-49,49,-52,122,127,21,155,0.101,0.009,0.119
-44,12,-158,143,-43,79,126,-0.355,-0.16,0.719
14,22,-31,8,-98,27,66,0.076,-0.394,-0.189
-112,24,-60,63,-79,20,78,0.058,-0.713,0.773
-22,-20,163,57,106,38,103,0.488,0.29,1.059
-134,40,14,128,38,61,-60,-0.326,-0.11,-0.355
-131,9,-154,3,-71,102,70,0.187,0.483,-0.168
-89,-10,-55,43,-137,16,-135,-0.24,-0.527,-0.13
-115,-82,111,76,-15,58,-122,0.031,0.257,1.108
-94,-61,-28,120,5,-32,-111,0.946,-0.22,0.649
44,0,4,100,-122,-87,77,0.184,0.362,1.038
24,-113,109,71,104,85,81,0.168,0.252,0.563
5,12,-4,58,-160,52,-25,-0.015,0.616,0.721
-129,-35,116,109,11,-59,133,-0.56,0.243,0.18
26,-42,144,131,-102,-11,59,0.694,0.251,0.592
-28,-113,43,134,-162,-89,3,-0.076,0.599,0.671
-32,50,77,49,82,117,-5,0.205,-0.191,0.801
-5,2,124,30,92,-45,-21,0.187,0.666,-0.123
-107,-81,-4,33,-106,7,-103,0.338,0.601,0.613
-3,-59,-84,78,9,42,28,-0.154,-0.053,0.002
28,19,-67,37,159,-80,-118,0.038,0.316,0.96
-91,26,119,16,51,-38,-129,0.197,0.391,0.524
-64,-35,-92,140,51,-89,-90,0.116,-0.426,-0.472
-133,-64,-93,91,-131,69,-154,0.323,-0.169,0.724
-135,-121,-29,41,-132,112,-2,0.248,-0.41,0.211
-126,-77,146,147,157,-55,57,-0.014,0.197,0.699
-31,37,117,53,147,117,-165,-0.172,0.081,0.263
-66,-60,-83,96,-113,107,41,-0.205,0.679,0.661
6,26,-27,66,-89,32,-119,-0.057,0.362,0.696
30,-27,-62,42,93,-75,-131,-0.611,-0.096,0.59
-126,-47,-105,-2,171,35,111,-0.324,-0.416,0.031
37,-30,-72,18,54,-23,128,0.362,-0.433,0.076
-35,-99,6,79,8,42,138,-0.165,0.357,0.724
-21,-15,123,89,-154,89,169,-0.646,0.549,-0.117
-82,-121,163,109,87,-37,12,-0.05,-0.52,0.75
42,-16,36,-1,-87,61,93,-0.552,-0.352,-0.136
-7,-115,120,135,-96,-56,149,-0.099,-0.099,0.854
38,-71,-72,101,-168,-49,-171,-0.129,-0.841,0.131
-109,-55,68,11,-62,59,-115,-0.505,-0.52,0.412
-137,-33,73,95,128,-85,-153,0.425,-0.331,0.33
-35,-79,87,24,156,-67,20,-0.323,0.633,0.199
-36,52,36,82,-100,72,-166,0.278,0.495,0.611
-19,-8,48,36,40,34,126,-0.305,0.107,0.458
-8,-55,7,110,59,95,-48,-0.265,0.143,-0.02
-13,-58,27,56,22,-16,70,-0.443,-0.235,0.377
-139,47,-7,15,-128,-59,-82,-0.279,-0.053,0.354
-117,-1,-78,81,84,9,153,0.284,-0.012,0.787
5,-33,-150,119,-39,-5,96,-0.601,0.419,0.661
-111,-102,-10,147,18,-2,-140,0.171,-0.379,-0.065
-48,-53,-32,68,21,-6,-16,0.226,0.483,-0.4
-123,-66,-123,36,-155,113,-51,0.606,0.068,-0.035
-57,-13,29,14,77,103,40,-0.362,-0.162,0.355
4,39,-80,-3,66,37,-121,-0.32,0.078,-0.099
14,50,8,132,12,18,-31,0.073,-0.21,1.181
32,-64,128,43,83,-72,-43,-0.383,-0.357,0.594
41,-61,46,10,-81,110,-28,-0.455,0.272,0.049
-92,-2,32,132,-75,94,155,0.914,-0.269,0.177
-30,-71,-110,8,-19,103,-114,-0.053,-0.342,-0.07
-140,-29,-117,-2,-31,106,40,-0.203,0.206,-0.228
-85,-98,-39,74,132,94,143,-0.74,0.162,-0.095
-127,-117,-87,122,-1,-56,62,-0.407,0.237,-0.083
-39,-56,24,36,-174,-81,153,0.455,0.129,0.699
-115,26,4,46,151,-72,81,0.03,-0.232,0.811
11,41,31,137,107,76,146,-0.6,-0.355,-0.307
-34,-54,85,49,-166,56,-97,-0.356,0.402,-0.385
44,-96,-3,148,94,35,89,-0.314,-0.039,-0.029
-16,-56,-129,136,127,22,131,-0.456,0.171,0.601
-110,43,114,101,92,-33,7,0.583,-0.289,0.691
-39,-108,-5,66,147,90,-38,0.193,-0.071,0.332
-19,-63,-123,72,164,-80,99,0.319,0.206,0.33
16,-74,121,84,75,-65,-5,-0.64,-0.317,0.153
-96,-104,171,63,-65,79,-33,-0.489,-0.362,-0.045
-64,-98,119,52,145,9,-133,-0.362,-0.236,0.372
48,-120,-6,34,-32,-82,107,-0.474,-0.326,0.624
-83,56,161,8,-96,-10,-171,-0.315,0.35,0.719
-49,16,-34,90,-119,6,40,0.526,0.527,-0.091
-82,-35,-134,15,109,71,130,0.166,-0.231,0.579
-42,-32,-58,147,-165,-61,123,0.575,-0.129,0.53
-94,-38,99,107,14,117,46,-0.156,-0.355,0.804
-70,-120,113,92,-67,-79,-13,-0.183,0.189,0.347
-2,-63,-69,85,51,-73,89,-0.159,0.245,0.507
16,5,-139,31,91,108,-50,0.7,0.3,0.323
6,54,19,82,-91,-38,-147,-0.82,-0.392,-0.048
-116,-67,-77,1,42,-70,58,-0.522,0.723,0.463
-78,47,76,51,127,47,-64,0.063,0.344,-0.098
-36,51,117,60,36,-16,28,-0.076,-0.051,0.644
-93,36,59,106,-69,113,-68,0.133,-0.73,0.726
11,-14,-55,42,-142,14,140,-0.239,-0.194,0.538
47,-61,-35,76,97,62,52,-0.977,0.1,0.451
20,-33,6,129,-172,33,24,0.412,-0.023,0.614
-51,45,13,71,7,-25,-138,0.236,-0.703,-0.08
-95,-90,-15,13,173,-9,123,-0.544,-0.256,0.329
-44,-35,-152,-3,127,117,-67,0.516,-0.253,0.216
24,-120,75,146,149,-39,7,0.082,-0.369,0.952
-11,9,1,118,128,-17,140,0.386,0.397,0.411
-24,-30,159,103,-157,-1,-163,-0.033,0.702,-0.006
-2,-97,-137,-2,-131,-2,-122,-0.254,0.511,0.295
-82,-17,-46,47,102,-22,-46,0.384,-0.043,0.258
-59,-107,86,30,54,-59,21,-0.022,-0.294,0.674
-27,-2,89,28,115,-24,-53,0.255,-0.072,0.528
-75,23,158,44,-128,-24,-109,-0.245,-0.827,0.194
-138,-94,-56,143,28,-35,-156,-0.108,-0.059,0.6
-138,24,-36,3,-60,40,63,-0.091,0.222,0.257
-60,-63,-134,130,170,-53,48,0.21,-0.204,0.689
-78,-119,63,28,149,105,66,-0.335,-0.051,0.145
-106,-74,83,83,153,-84,-88,0.313,0.369,-0.004
-80,47,-139,117,-169,6,-60,0.088,0.625,0.379
-21,24,42,139,-44,62,-174,-0.065,0.814,0.702
5,-105,-56,71,113,-41,-33,-0.361,-0.439,0.124
-1,-46,-13,117,-129,-65,-117,-0.235,-0.069,-0.079
0,-11,87,98,-48,-79,33,0.256,0.108,0.33
-101,-55,136,73,71,91,-103,0.394,-0.235,0.147
-13,-4,-146,29,14,-22,89,0.407,-0.308,0.068
-73,36,-25,11,-143,2,-6,0.481,-0.012,-0.025
19,-115,-125,20,-12,-88,7,-0.819,-0.074,0.578
-4,-108,-30,71,-102,92,-46,0.088,-0.549,0.386
-125,-103,-117,123,121,27,-70,-0.071,-0.093,0.467
6,-16,19,30,114,-61,14,0.363,-0.599,-0.078
14,-19,90,79,13,6,126,-0.067,0.59,0.372
-130,10,-148,66,-33,-79,112,0.066,0.005,-0.212
6,-38,0,126,-21,102,34,-0.212,-0.1,1.099
29,-122,-115,45,-45,-31,-68,-0.739,0.565,0.057
-139,-48,147,60,66,-8,167,-0.197,-0.078,0.013
43,-120,101,70,-7,-1,96,0.08,0.295,1.145
-11,-58,2,29,-115,47,135,-0.157,-0.102,0.361
-15,34,-163,4,-97,-59,-165,-0.313,-0.117,0.346
36,-60,-5,20,122,66,70,-0.066,-0.179,-0.216
-19,-91,-96,30,-131,-62,103,-0.113,-0.201,-0.481
22,-50,105,59,-79,48,155,0.143,-0.013,0.368
-116,-114,-99,15,-11,36,-31,-0.058,-0.254,0.794
-139,-68,-30,67,92,98,-130,-0.058,-0.185,0.377
-62,-41,-141,22,-107,-21,59,0.404,0.325,0.001
-98,-118,-10,112,167,-86,-104,-0.156,0.489,0.065
-53,-91,117,74,116,84,144,0.155,0.158,-0.005
-66,11,18,82,54,-18,125,0.779,0.436,0.481
-102,-58,-9,101,83,-62,-14,-0.743,0.524,0.339
-18,-15,102,144,71,30,-145,0.017,-0.789,0.003
-108,-85,152,123,-113,-25,-90,-0.4,0.176,0.499
-18,23,-88,121,21,-66,65,-0.101,-0.181,0.502
-57,-119,64,-2,130,-54,-33,0.244,-0.296,0.345
-70,41,27,35,118,-90,-61,0.034,0.133,0.194
-118,-100,-33,62,-6,-6,-53,-0.161,0.55,1.062
-78,-107,11,45,26,-21,57,0.143,0.358,0.817
-94,40,-102,106,-155,-31,164,0.801,-0.054,-0.239
-4,58,8,6,152,-75,-16,-0.313,0.929,0.661
-40,-83,-133,91,-3,105,48,-0.105,0.049,0.071
30,-80,27,118,-120,25,-78,-0.681,-0.458,0.214
-122,-2,-146,135,129,35,-97,-0.1,0.028,0.255
-123,9,-30,85,-87,58,-91,0.251,0.112,0.399
-43,-92,138,19,-58,48,-173,0.6,0.358,-0.024
40,-38,-90,63,68,80,148,-0.024,0.03,1.088
-131,-94,-136,82,19,-43,146,-0.27,0.294,1.127
-110,-51,160,121,-68,-31,-67,0.712,-0.151,0.164
-39,19,-114,121,117,80,48,-0.329,-0.504,0.471
-9,-2,49,104,-67,80,-11,-0.054,0.264,-0.187
-124,46,-9,58,-70,49,95,0.282,0.733,0.707
-118,-102,84,13,-166,-85,96,0.282,-0.509,0.332
-138,57,-1,139,77,27,145,0.641,-0.266,0.622
-7,-93,-33,104,61,-58,-156,0.077,0.165,0.379
-3,-61,172,38,-18,90,-101,-0.786,-0.159,0.399
-46,-56,34,52,-131,68,28,0.367,-0.513,0.823
43,-111,62,49,58,-47,-118,0.013,-0.701,0.145
-101,-79,122,118,-150,32,-32,-0.425,-0.571,-0.111
-2,22,100,35,-149,-84,154,-0.507,-0.182,0.112
-86,54,153,49,47,114,-173,0.527,-0.259,0.515
-108,25,-76,88,68,56,106,0.076,0.005,1.259
-86,-12,-116,11,-124,-84,-68,-0.281,0.412,0.807
14,-97,-38,109,-97,38,122,0.423,-0.391,0.693
-92,-85,26,22,57,117,73,0.479,0.086,0.087
-72,9,-68,63,78,20,25,-0.711,0.447,-0.202
-28,-93,134,53,-87,19,65,-0.254,-0.37,-0.121
-22,-35,-46,93,-35,107,68,-0.349,0.149,-0.48
-7,-69,-152,102,140,111,115,-0.355,-0.208,0.623
-47,-51,49,135,36,66,-86,-0.04,0.354,0.469
25,-45,-147,48,152,-3,156,-0.352,0.161,0.579
20,48,-92,98,93,-17,-121,-0.278,-0.444,0.212
41,-9,46,42,-31,79,-8,0.335,0.291,0.043
0,15,143,21,-122,114,-55,0.359,-0.598,0.688
-52,-110,-8,73,88,-84,18,-0.313,-0.413,0.133
-44,-113,-56,13,118,48,85,0.058,0.152,0.979
25,43,-60,42,-163,90,-164,-0.203,0.063,0.873
-129,-66,-51,53,-86,25,-58,-0.121,0.397,0.716
-76,-102,-147,8,-36,10,138,-0.267,-0.003,-0.001
13,5,-153,137,-166,52,62,-0.457,0.102,0.297
-22,16,62,6,51,68,62,-0.096,0.719,-0.252
39,-59,7,95,140,-61,-56,-0.083,-0.54,-0.159
-98,57,163,9,-26,-61,162,0.223,0.414,0.651
7,-85,29,106,139,-81,146,0.419,-0.5,-0.392
15,-35,35,50,10,41,36,0.265,0.464,0.021
-55,-89,153,30,124,40,34,-0.151,-0.043,0.723
-21,-52,-70,141,-88,-44,2,-0.61,-0.001,0.328
-72,10,-33,73,140,81,8,-0.303,0.046,-0.312
-35,15,-147,20,51,91,-37,-0.45,0.353,0.297
26,-122,-103,113,-168,-86,152,0.412,-0.627,0.158
-27,41,-13,123,-170,-42,92,-0.598,-0.166,0.176
-75,-48,-153,126,158,-40,-18,0.759,0.01,0.263
-133,-86,-161,138,135,19,105,-0.145,-1.033,0.137
-106,8,29,128,16,66,-24,0.235,0.009,0.588
37,-9,-139,146,-154,-12,110,-0.786,-0.333,0.465
-24,24,154,137,79,81,41,-0.209,-0.298,0.999
-60,-93,-40,54,109,-40,94,-0.566,0.035,0.31
-108,58,-81,102,155,2,173,0.007,-0.854,0.194
-18,40,-81,117,150,22,-16,0.326,-0.237,0.101
31,-60,96,65,126,119,17,0.014,0.129,-0.461
-18,-31,10,70,55,-77,155,0.313,-0.173,1.018
47,40,-74,-2,-17,64,-149,0.061,0.421,0.507
29,-16,-108,68,147,-48,114,-0.231,-0.021,-0.235
-122,-103,23,130,47,58,-48,0.096,-0.157,-0.054
-135,-86,-162,55,84,-8,-116,-0.58,0.558,0.29
-109,-120,-76,6,129,94,109,0.24,0.427,1.104
31,-73,99,120,133,-69,29,0.08,-1.032,0.222
-9,51,113,60,138,16,-63,-0.407,0.225,0.528
-126,6,19,93,85,-60,59,-0.236,0.07,0.502
34,-90,-106,127,34,64,-101,0.625,-0.482,0.169
-11,43,159,146,112,9,138,-0.136,-0.412,0.715
31,-49,167,68,-122,-49,-110,0.705,-0.156,0.138
-71,36,154,104,145,35,-153,0.169,0.41,0.13
7,-112,45,38,110,-87,67,0.727,0.428,0.836
43,-43,56,29,65,-59,-140,0.189,-0.157,0.745
-52,38,-158,40,142,-63,-67,-0.629,0.132,0.407
-128,-46,159,103,-155,21,20,0.153,-0.098,0.069
-99,-42,91,111,-69,97,-146,0.217,0.547,-0.008
13,-123,146,6,-69,61,107,0.415,-0.564,0.023
-42,-9,129,123,-8,51,-5,-0.172,-0.164,-0.267
-138,24,46,107,-111,-39,-125,-0.746,-0.027,0.644
-24,40,-14,30,75,83,114,0.596,0.622,0.041
-70,-9,103,51,-75,95,-33,-0.232,-0.306,-0.576
-74,-102,88,96,22,35,124,-0.118,-0.059,0.622
16,-63,154,99,156,100,82,-0.407,-0.396,0.753
-8,-14,151,36,93,-44,53,-0.635,0.294,0.153
-116,-42,-97,98,119,65,44,-0.591,-0.144,0.011
44,-122,-55,139,-1,112,-79,-0.275,-0.472,-0.455
-33,-89,-102,58,-5,38,-83,-0.763,0.113,0.63
4,-38,-22,27,129,50,-54,0.615,0.309,0.381
-49,55,159,9,133,111,58,-0.298,-0.292,0.579
27,-108,-2,53,-70,-42,24,0.336,-0.376,0.073
-34,-18,112,106,116,-85,-30,-0.407,-0.367,0.531
-1,47,-28,44,-124,105,46,-0.169,-0.632,-0.254
-104,50,40,46,49,-64,68,0.204,-0.585,0.463
-91,-14,-60,129,-4,45,49,-0.015,-0.336,0.152
-53,-80,100,106,-64,-14,-82,-0.628,-0.372,0.515
-97,-51,16,38,-163,98,97,0.456,0.081,0.67
1,-32,-12,63,65,-16,-124,-0.322,-0.008,0.79
-60,-82,62,38,131,81,48,0.04,0.015,1.253
-90,-56,67,23,-116,-2,64,0.015,-0.495,0.424
-85,52,52,147,88,97,112,-0.329,0.295,-0.028
-16,7,-27,24,-128,-65,-167,-0.596,0.085,0.489
25,32,-114,148,-83,77,-21,-0.199,-0.229,0.771
-13,-106,139,135,-169,-37,-43,-0.071,-0.406,0.075
-7,-18,-32,6,103,-76,-134,0.402,-0.613,1.003
-85,8,34,59,102,-64,-145,-0.615,-0.192,-0.023
10,51,37,96,123,117,72,-0.5,0.083,0.264
1,-65,-140,24,-64,31,101,-0.276,-0.54,-0.204
-14,-70,-65,3,-5,-50,94,-0.034,0.224,-0.13
-90,-97,86,137,-104,110,5,-0.101,0.388,0.017
-66,-1,-76,85,-129,42,31,0.175,0.146,0.121
-117,50,-168,60,5,58,101,-0.429,0.271,0.702
-127,35,-20,17,21,50,-51,-0.144,-0.365,-0.36
-37,-98,145,145,-20,87,-85,0.73,-0.098,-0.387
-74,-41,-34,51,-174,21,-141,0.681,0.235,0.291
31,-106,-173,120,4,35,-79,0.166,-0.261,0.869
-76,19,-73,147,-61,51,5,0.289,0.461,0.272
50,-56,34,80,-15,-43,-150,0.672,-0.161,0.279
-100,-97,21,122,-46,98,-14,0.082,0.098,-0.089
-9,-54,155,145,-57,-11,173,-0.859,0.183,0.299
-73,-20,11,10,-27,49,28,-0.031,-0.136,0.012
-88,44,64,102,71,29,-33,0.442,0.14,0.525
-106,36,62,98,168,-13,98,0.301,-0.071,-0.129
-67,49,-161,105,107,-49,-155,0.259,-0.139,0.932
-42,-86,-75,52,56,76,145,0.527,0.263,-0.224
-108,-82,71,5,-10,-11,131,-0.324,-0.298,0.646
-112,-5,-36,42,120,19,-4,0.68,-0.068,0.193
29,-14,21,57,-12,16,154,0.443,0.284,0.438
-87,-56,148,8,-143,-35,165,-0.138,-0.057,0.537
-27,55,-133,70,75,104,133,-0.246,0.551,0.38
-16,-42,33,14,113,99,172,-0.714,0.408,-0.123
-49,11,-165,62,-15,27,121,-0.179,-0.465,0.071
14,-41,140,100,-148,41,146,0.51,0.286,-0.027
-19,-23,-144,102,89,79,-159,0.052,-0.484,0.042
-56,-8,162,-2,69,-69,-175,-0.248,-0.199,-0.28
-66,-23,-142,149,45,55,135,-0.294,0.29,-0.284
-28,-40,79,51,63,13,-107,-0.16,0.797,-0.238
9,26,127,25,56,-84,-46,-0.272,0.454,0.715
-14,-33,-99,50,158,8,-140,-0.321,0.712,0.209
31,-96,-124,86,119,100,12,-0.083,-0.179,0.818
-126,-62,-106,71,59,70,59,0.811,-0.133,0.126
-34,3,-129,149,60,51,-157,0.275,0.21,-0.171
-123,22,12,93,68,-44,63,-0.288,0.68,-0.216
-95,-117,-142,107,129,-30,5,-0.091,-0.866,-0.011
-67,18,-170,144,-138,71,-27,0.312,-0.219,0.972
-86,-10,44,72,-157,17,-92,0.57,0.071,0.207
-39,0,-33,77,-131,2,41,-0.421,0.004,0.413
43,48,81,78,-165,-12,144,-0.36,-0.495,0.581
13,26,12,31,119,-75,-84,0.677,0.18,1.04
-13,34,22,139,133,117,76,0.458,-0.403,-0.089
42,-86,90,102,-125,-84,82,-0.375,-0.476,-0.11
-32,12,-156,45,6,31,-143,0.093,0.448,1.111
-50,-97,-148,6,111,-24,-175,-0.324,-0.631,-0.18
-3,-53,152,97,141,-78,-175,0.043,0.054,0.313
-61,13,-165,134,-49,-21,-57,0.121,-0.159,0.77
-85,56,-165,134,-115,67,49,0.019,0.466,0.508
-84,56,-8,68,25,101,143,0.537,0.121,0.938
3,44,-1,31,-152,36,116,-0.071,-0.308,0.929
-24,42,145,129,-94,-9,-112,0.173,-0.364,0.544
8,-102,-138,82,-20,30,-76,0.256,-0.753,0.444
-31,-97,-32,36,8,28,-140,0.103,-0.297,-0.185
-127,-56,29,40,115,-4,121,-0.107,0.132,0.416
47,-27,-127,50,101,11,-93,0.587,0.351,-0.036
11,-70,-166,3,115,-42,57,0.035,-0.026,0.14
-115,-99,-152,92,117,29,-60,0.047,-0.268,0.298
43,52,83,28,-128,41,-95,0.23,-0.194,0.065
25,-89,-93,126,-90,-2,-47,-0.65,0.092,0.494
-26,15,-66,27,40,55,-32,0.52,-0.272,0.079
-7,-105,47,11,120,67,106,0.425,-0.417,-0.021
-80,5,-156,116,150,-57,122,-0.295,0.201,0.702
-106,21,-170,111,-15,33,124,0.274,-0.053,0.64
27,-15,-99,-2,25,-33,105,0.165,-0.235,0.551
1,-35,22,25,-164,-74,80,0.724,0.244,-0.27
-65,11,98,53,-56,85,157,0.169,0.341,0.079
-68,-100,-28,103,-160,5,-43,-0.355,0.002,0.344
-32,4,-163,119,70,-84,87,-0.61,-0.226,0.3
8,-122,165,144,-20,48,-114,0.57,-0.01,0.234
-64,-105,2,93,11,74,-54,-0.474,-0.439,0.351
-124,-25,168,75,-174,-63,150,-0.155,0.143,1.246
-96,-11,73,135,0,-28,19,-0.017,-0.504,0.574
28,-2,-70,72,-123,-3,-73,-0.024,0.105,0.259
-14,25,-68,103,100,36,-73,0.44,-0.353,0.65
-107,16,-72,6,9,90,-116,-0.4,-0.509,0.096
43,-66,105,47,-42,-44,-107,0.353,-0.493,0.311
-61,8,85,12,-122,-12,81,0.148,0.923,-0.007
37,29,81,13,-91,35,132,-0.563,0.096,0.26
-118,-98,146,99,-172,98,-142,0.38,0.16,0.375
-103,-69,-85,107,-19,73,-133,-0.118,-0.259,0.913
-21,-6,137,54,123,55,-134,0.31,-0.065,0.417
-8,33,165,34,98,75,-31,0.066,-0.223,-0.26
-45,-88,131,58,-98,-38,-107,-0.465,-0.53,0.791
29,4,56,80,18,63,-158,-0.437,0.308,-0.278
-44,-90,77,148,-152,-26,-171,-0.001,0.193,0.593
44,-77,47,98,-118,46,86,-0.105,0.092,0.58
8,14,79,89,-174,98,-84,-0.115,0.307,0.732
44,30,70,7,35,-40,36,-0.555,0.185,0.384
-86,-74,141,115,-52,66,100,-0.254,0.462,0.683
-72,-38,43,120,-23,59,106,-0.309,0.049,0.871
-15,-16,21,95,27,-48,102,-0.558,-0.23,-0.108
-65,-80,54,54,155,101,-53,0.128,-0.605,0.193
46,44,168,45,-120,-14,-49,0.233,0.242,1.098
-107,-77,153,116,-103,-37,83,-0.201,0.547,0.247
-39,49,-158,8,25,119,122,-0.609,-0.162,0.835
38,-62,-115,37,-73,-53,-77,0.579,-0.056,0.704
34,-108,133,39,-35,-59,-35,-0.027,-0.359,0.532
14,-51,-133,0,98,-89,149,0.077,-0.278,1.147
-127,-66,141,102,53,98,150,0.052,-0.394,-0.004
-122,2,-51,83,166,-22,-162,-0.309,0.324,0.085
-48,-62,165,142,-128,-4,159,-0.278,0.262,0.144
4,-36,-51,17,74,79,171,-0.139,-0.12,0.472
-62,48,-139,103,-145,111,54,0.25,-0.471,0.555
-118,-90,2,34,153,-30,160,-0.325,-0.022,-0.007
36,-74,97,31,80,-52,157,-0.579,-0.499,0.492
44,-32,-141,62,-148,31,-157,-0.22,0.161,1.152
-123,8,37,57,-166,59,-24,-0.529,0.558,0.223
-114,-98,13,92,-72,27,-24,-0.199,-0.075,0.421
27,-75,80,35,-166,-69,-86,-0.171,-0.413,0.458
21,46,23,138,153,37,28,-0.068,1.04,0.226
-39,-56,10,115,-77,50,-55,-0.058,0.412,0.865
-137,-108,80,73,-164,69,-47,-0.223,-0.257,-0.117
-53,-86,-70,119,95,27,-100,-0.798,0.301,0.068
-58,-12,27,31,-119,-87,-108,0.055,-0.478,1.143
5,-76,-142,149,-19,59,123,0.11,0.132,0.881
-130,-118,-15,69,11,49,67,0.14,0.915,0.433
-35,-62,-87,12,34,-27,-117,-0.606,0.287,0.832
22,36,88,90,-125,112,-148,0.262,0.287,0.922
-3,-8,155,123,169,65,85,0.358,0.206,-0.074
44,-3,0,26,140,-23,-125,-0.438,-0.263,-0.066
42,47,74,6,152,104,-105,-0.658,0.056,0.088
-120,-38,162,119,174,-64,-31,0.1,0.147,1.135
0,-75,-47,137,-73,-21,-120,0.414,-0.051,0.922
-41,27,-32,41,164,-13,101,0.078,0.258,0.741
-14,-76,-21,50,-104,47,85,-0.14,0.021,0.859
-39,43,52,24,-21,-52,7,-0.516,0.108,0.606
-51,-119,-11,118,-47,-70,61,-0.095,-0.521,0.925
-115,54,-20,104,98,-83,129,-0.087,-0.296,0.039
-95,-43,116,138,19,-88,-13,0.475,-0.733,0.872
-86,-36,-81,66,-173,55,-153,0.323,0.088,0.406
-33,-34,-22,63,-139,78,34,-0.303,0.247,-0.219
-35,-79,-31,74,139,-62,-131,-0.358,0.788,0.25
40,-120,51,94,62,-7,-127,0.506,-0.28,0.959
-2,-94,36,107,-113,50,-103,-0.222,-0.178,1.263
-9,-24,116,86,-120,-14,13,-0.298,-0.221,0.004
10,34,34,104,91,-14,-57,0.093,0.228,-0.038
-10,28,-93,132,-21,95,117,0.29,0.782,-0.25
-23,-19,60,5,153,118,-10,-0.247,-0.032,1.071
-70,-104,-90,133,-78,-63,38,-0.261,-0.948,0.345
-118,11,99,0,154,-38,106,0.346,-0.854,0.541
40,-18,-115,88,-43,13,-52,-0.228,0.729,0.999
0,-14,131,19,136,-54,173,-0.567,-0.141,0.362
-86,6,169,84,-77,16,-28,0.096,0.343,0.72
-135,59,-160,108,46,86,-154,-0.682,-0.055,0.22
28,-62,106,142,141,-50,173,0.289,-0.095,0.629
-112,-12,126,62,148,113,-38,0.222,0.079,1.179
-108,-44,84,132,160,33,-152,-0.193,-0.103,1.071
17,-75,-142,94,47,89,-100,-0.384,-0.411,1.005
-51,-41,6,94,-32,12,45,-0.185,-0.76,-0.327
36,-120,-35,41,70,-78,-121,0.283,0.045,0.689
-75,56,106,137,24,9,-144,-0.208,-0.323,0.503
38,48,166,103,132,89,-44,-0.271,0.274,-0.025
40,44,136,38,92,22,-143,-0.092,0.21,0.876
32,28,75,46,-99,25,-1,0.088,-0.691,0.477
-120,-80,-77,84,25,-33,-29,-0.041,-0.525,0.778
-127,-10,-81,70,88,-65,-79,-0.538,-0.411,-0.118
-62,-106,89,137,70,-74,-84,0.375,0.089,1.009
0,5,8,53,-38,9,-8,-0.242,0.114,0.683
-6,-123,34,7,-151,-58,140,0.687,-0.421,-0.201
-8,-35,82,26,-62,108,-1,-0.407,0.268,-0.375
-57,-29,158,1,23,100,-28,0.158,-0.422,-0.565
-80,-28,105,68,-63,28,-31,0.424,0.196,-0.148
18,36,84,130,71,-20,10,-0.317,0.339,0.76
-123,3,-65,61,-91,-73,133,-0.075,-0.004,0.044
-88,-123,-120,4,-59,22,-55,0.153,-0.083,0.287
-72,38,43,90,165,64,-2,-0.338,0.498,0.326
15,3,-101,136,-105,16,-148,-0.053,0.483,-0.012
-122,-64,-30,132,21,-18,154,0.566,0.624,0.593
31,-101,-12,109,1,-75,121,0.597,-0.155,0.619
-72,21,-17,11,82,23,40,-0.248,0.338,-0.108
-81,46,23,77,159,-20,-85,0.526,0.293,0.781
-24,-12,-133,39,-64,-32,67,0.794,0.136,0.745
27,41,-100,141,113,-46,70,0.419,-0.337,0.183
20,-32,57,86,145,-48,-120,0.116,-0.402,0.709
-105,-96,60,103,148,7,32,0.239,-0.062,-0.371
-126,-98,58,94,16,-22,133,0.353,-0.522,0.164
